generation,finish_count,best_finish_time,mean_penalized_time,std_penalized_time,p10_penalized_time,p25_penalized_time,median_penalized_time,p75_penalized_time,p90_penalized_time,best_finish_time_so_far
283,14,17.32999999999991,27.107708333333434,4.7063694604507065,18.277000000000058,23.82000000000092,30.0,30.0,30.0,17.32999999999991
284,20,17.32999999999991,26.179375000000192,5.006435610895348,17.641999999999957,21.262500000000525,30.0,30.0,30.0,17.32999999999991
285,18,17.32999999999991,26.497500000000162,4.841305135670104,18.43300000000008,22.327500000000693,30.0,30.0,30.0,17.32999999999991
286,19,17.32999999999991,26.396875000000183,4.773973779886162,19.176000000000197,21.997500000000638,30.0,30.0,30.0,17.32999999999991
287,13,17.32999999999991,27.283541666666753,4.654835071184567,18.5540000000001,25.247500000001146,30.0,30.0,30.0,17.32999999999991
288,15,17.32999999999991,27.343125000000175,4.526416977151041,18.970000000000166,26.260000000001305,30.0,30.0,30.0,17.32999999999991
289,18,17.32999999999991,26.391250000000145,4.975566812350718,17.919,20.73000000000044,30.0,30.0,30.0,17.32999999999991
290,13,17.32999999999991,27.345000000000095,4.590601358573036,18.771000000000136,25.810000000001235,30.0,30.0,30.0,17.32999999999991
291,14,17.32999999999991,27.346875000000136,4.482456151602696,18.836000000000144,24.935000000001097,30.0,30.0,30.0,17.32999999999991
292,11,17.32999999999991,27.73750000000008,4.365141988908574,19.278000000000215,30.0,30.0,30.0,30.0,17.32999999999991
293,16,17.32999999999991,26.910416666666816,4.723922698321958,18.61400000000011,22.90250000000078,30.0,30.0,30.0,17.32999999999991
294,16,17.32999999999991,26.64104166666677,5.038215308843337,18.33500000000007,20.950000000000475,30.0,30.0,30.0,17.32999999999991
295,13,17.32999999999991,27.549583333333462,4.343290303412997,19.967000000000322,26.99750000000142,30.0,30.0,30.0,17.32999999999991
296,13,17.32999999999991,27.23562500000008,4.757033786164209,18.381000000000075,25.88750000000125,30.0,30.0,30.0,17.32999999999991
297,15,17.32999999999991,27.134583333333477,4.619302778528535,19.51100000000025,23.392500000000858,30.0,30.0,30.0,17.32999999999991
298,13,17.32999999999991,27.490625000000122,4.552675681330109,18.712000000000124,28.622500000001676,30.0,30.0,30.0,17.32999999999991
299,14,17.32999999999991,27.27708333333346,4.641805933727555,18.5500000000001,26.087500000001278,30.0,30.0,30.0,17.32999999999991
300,15,17.32999999999991,27.224791666666828,4.575878326244761,18.935000000000162,24.04750000000096,30.0,30.0,30.0,17.32999999999991
